contribution_id,member_id,amount,date
C002329,M00478,20000,2023-12-23
C002330,M00478,5000,2023-11-14
C002331,M00478,10000,2023-02-17
C002332,M00478,20000,2023-08-21
C002333,M00479,10000,2023-11-22
C002334,M00479,20000,2023-03-08
C002335,M00479,5000,2024-04-28
C002336,M00479,15000,2024-02-21
C002337,M00479,15000,2023-05-29
C002338,M00479,5000,2023-09-05
C002339,M00479,20000,2023-04-06
C002340,M00479,10000,2023-10-09
C002341,M00479,10000,2024-01-31
C002342,M00479,15000,2024-06-12
C002343,M00480,20000,2023-08-23
C002344,M00480,20000,2023-12-03
C002345,M00480,5000,2024-03-18
C002346,M00480,20000,2024-06-22
C002347,M00480,10000,2023-04-01
C002348,M00481,20000,2024-02-26
C002349,M00481,15000,2023-07-26
C002350,M00481,20000,2023-10-30
C002351,M00481,15000,2024-02-21
C002352,M00481,20000,2023-10-12
C002353,M00481,5000,2023-07-04
C002354,M00482,15000,2024-05-18
C002355,M00482,20000,2023-08-06
C002356,M00482,15000,2023-06-20
C002357,M00482,5000,2023-05-09
C002358,M00482,10000,2023-06-30
C002359,M00482,15000,2023-05-24
C002360,M00482,15000,2024-01-03
C002361,M00483,5000,2024-03-17
C002362,M00483,10000,2023-01-25
C002363,M00483,20000,2024-06-19
C002364,M00484,10000,2023-06-17
C002365,M00484,5000,2023-04-14
C002366,M00484,20000,2023-07-23
C002367,M00484,20000,2023-10-09
C002368,M00484,15000,2023-02-12
C002369,M00485,5000,2023-06-04
C002370,M00485,15000,2024-05-17
C002371,M00485,20000,2023-03-12
C002372,M00486,10000,2023-09-05
C002373,M00486,5000,2023-12-25
C002374,M00486,20000,2024-05-30
C002375,M00486,15000,2023-06-25
C002376,M00486,15000,2024-03-01
C002377,M00487,5000,2023-05-06
C002378,M00487,15000,2023-11-05
C002379,M00487,20000,2023-08-18
C002380,M00487,10000,2023-12-11
C002381,M00488,10000,2023-01-03
C002382,M00488,10000,2023-01-16
C002383,M00488,10000,2023-12-24
C002384,M00488,20000,2023-05-13
C002385,M00489,5000,2024-03-02
C002386,M00489,5000,2024-01-03
C002387,M00489,5000,2023-12-08
C002388,M00489,20000,2023-10-31
C002389,M00489,10000,2024-01-09
C002390,M00489,10000,2023-04-22
C002391,M00489,10000,2023-01-06
C002392,M00489,10000,2023-10-06
C002393,M00489,15000,2023-01-13
C002394,M00490,10000,2023-06-17
C002395,M00490,20000,2023-05-30
C002396,M00490,20000,2023-04-01
C002397,M00490,20000,2023-09-10
C002398,M00491,20000,2023-05-12
C002399,M00491,5000,2023-05-12
C002400,M00491,10000,2024-06-04
C002401,M00491,20000,2023-10-28
C002402,M00491,5000,2023-11-21
C002403,M00491,15000,2023-08-25
C002404,M00492,15000,2023-08-18
C002405,M00492,20000,2024-01-24
C002406,M00492,15000,2023-09-20
C002407,M00493,5000,2023-11-25
C002408,M00493,10000,2023-06-12
C002409,M00493,15000,2023-12-09
C002410,M00493,10000,2024-04-09
C002411,M00494,5000,2023-08-27
C002412,M00494,10000,2023-10-28
C002413,M00494,15000,2023-08-08
C002414,M00495,5000,2023-04-28
C002415,M00495,5000,2023-01-12
C002416,M00495,10000,2023-06-14
C002417,M00496,20000,2023-03-18
C002418,M00496,15000,2023-03-23
C002419,M00496,5000,2023-07-28
C002420,M00496,5000,2024-06-05
C002421,M00497,20000,2023-07-23
C002422,M00497,10000,2023-06-05
C002423,M00497,5000,2023-12-23
C002424,M00497,10000,2023-02-27
C002425,M00497,5000,2023-06-29
C002426,M00497,15000,2023-02-04
C002427,M00497,15000,2023-10-16
C002428,M00498,20000,2023-06-13
C002429,M00498,15000,2024-03-30
C002430,M00498,20000,2023-08-08
C002431,M00498,10000,2023-09-11
C002432,M00499,15000,2024-06-14
C002433,M00499,15000,2023-03-06
C002434,M00499,10000,2024-04-19
C002435,M00500,5000,2024-03-09
C002436,M00500,15000,2023-11-10
C002437,M00500,20000,2023-07-31
C002438,M00500,20000,2023-06-08
C002439,M00500,5000,2024-04-18
C002440,M00501,10000,2023-09-29
C002441,M00501,10000,2023-12-28
C002442,M00501,10000,2023-07-28
C002443,M00501,15000,2023-01-10
C002444,M00501,10000,2023-07-05
C002445,M00501,10000,2024-04-08
C002446,M00502,10000,2024-06-13
C002447,M00503,10000,2024-01-03
C002448,M00503,15000,2023-08-25
C002449,M00503,10000,2024-01-01
C002450,M00503,5000,2024-01-13
C002451,M00503,15000,2024-01-11
C002452,M00503,5000,2023-03-17
C002453,M00504,5000,2023-01-08
C002454,M00504,20000,2023-02-14
C002455,M00504,15000,2024-01-10
C002456,M00504,5000,2023-01-27
C002457,M00504,10000,2023-12-23
C002458,M00504,10000,2023-03-03
C002459,M00505,15000,2024-02-20
C002460,M00505,15000,2023-12-03
C002461,M00505,5000,2023-11-20
C002462,M00505,5000,2023-03-05
C002463,M00505,15000,2023-11-18
C002464,M00505,15000,2023-03-07
C002465,M00506,5000,2023-07-13
C002466,M00506,20000,2024-01-10
C002467,M00506,5000,2023-02-04
C002468,M00506,15000,2023-01-29
C002469,M00506,5000,2023-08-09
C002470,M00506,20000,2023-12-19
C002471,M00506,10000,2023-03-17
C002472,M00506,15000,2024-06-05
C002473,M00506,20000,2023-04-27
C002474,M00507,20000,2023-08-21
C002475,M00507,10000,2024-05-11
C002476,M00507,5000,2024-03-01
C002477,M00507,15000,2023-02-13
C002478,M00507,5000,2024-04-14
C002479,M00507,15000,2024-04-11
C002480,M00507,5000,2024-03-29
C002481,M00508,20000,2023-03-12
C002482,M00508,5000,2024-02-01
C002483,M00508,10000,2024-05-19
C002484,M00508,20000,2023-10-03
C002485,M00508,15000,2023-01-13
C002486,M00509,15000,2024-02-01
C002487,M00509,10000,2023-11-02
C002488,M00509,15000,2024-02-14
C002489,M00509,20000,2024-03-27
C002490,M00509,5000,2024-05-09
C002491,M00509,5000,2024-01-26
C002492,M00510,5000,2023-06-27
C002493,M00510,5000,2023-01-06
C002494,M00510,20000,2023-11-03
C002495,M00510,20000,2023-11-23
C002496,M00510,20000,2024-01-30
C002497,M00510,5000,2024-06-09
C002498,M00510,10000,2023-10-12
C002499,M00510,20000,2023-02-19
C002500,M00510,20000,2024-01-13
C002501,M00511,15000,2023-03-16
C002502,M00511,10000,2024-03-23
C002503,M00511,10000,2023-10-02
C002504,M00512,20000,2023-10-25
C002505,M00512,10000,2023-07-01
C002506,M00512,15000,2024-05-25
C002507,M00512,20000,2023-07-18
C002508,M00512,10000,2023-06-14
C002509,M00512,10000,2023-08-15
C002510,M00512,20000,2024-03-26
C002511,M00512,15000,2023-07-23
C002512,M00513,5000,2023-04-29
C002513,M00513,10000,2024-02-03
C002514,M00513,15000,2023-11-27
C002515,M00513,15000,2024-06-03
C002516,M00513,10000,2024-04-24
C002517,M00514,15000,2023-05-27
C002518,M00514,10000,2024-02-19
C002519,M00514,10000,2023-10-23
C002520,M00514,20000,2023-04-13
C002521,M00514,15000,2024-05-22
C002522,M00515,5000,2023-04-19
C002523,M00515,10000,2023-12-14
C002524,M00516,5000,2023-12-06
C002525,M00516,10000,2024-04-24
C002526,M00516,10000,2023-09-22
C002527,M00516,20000,2023-06-15
C002528,M00517,5000,2024-04-06
C002529,M00517,5000,2023-07-15
C002530,M00517,15000,2023-07-21
C002531,M00517,5000,2023-08-22
C002532,M00517,15000,2024-05-12
C002533,M00517,20000,2023-02-26
C002534,M00518,5000,2023-04-16
C002535,M00518,15000,2023-08-03
C002536,M00519,5000,2024-02-07
C002537,M00519,15000,2023-04-26
C002538,M00519,10000,2024-06-13
C002539,M00519,5000,2023-06-21
C002540,M00519,5000,2023-01-16
C002541,M00519,15000,2023-02-25
C002542,M00519,20000,2023-04-13
C002543,M00520,15000,2024-02-04
C002544,M00520,20000,2023-03-27
C002545,M00520,20000,2023-02-01
C002546,M00521,5000,2023-03-12
C002547,M00521,10000,2023-03-12
C002548,M00521,15000,2023-02-16
C002549,M00521,5000,2024-02-26
C002550,M00521,20000,2023-05-10
C002551,M00521,5000,2024-05-19
C002552,M00521,10000,2023-09-01
C002553,M00522,15000,2024-06-03
C002554,M00523,10000,2023-10-15
C002555,M00523,15000,2024-04-05
C002556,M00523,20000,2023-10-08
C002557,M00523,5000,2024-04-03
C002558,M00524,20000,2023-03-04
C002559,M00524,20000,2023-03-28
C002560,M00524,20000,2023-03-02
C002561,M00524,20000,2023-11-30
C002562,M00524,20000,2024-02-15
C002563,M00524,20000,2024-04-10
C002564,M00524,10000,2023-03-18
C002565,M00524,5000,2024-06-23
C002566,M00525,10000,2023-06-24
C002567,M00526,15000,2023-02-25
C002568,M00526,20000,2023-09-30
C002569,M00526,15000,2024-03-31
C002570,M00526,10000,2023-09-06
C002571,M00526,10000,2023-03-19
C002572,M00527,5000,2023-09-10
C002573,M00527,15000,2023-07-05
C002574,M00527,20000,2023-08-15
C002575,M00527,15000,2023-12-20
C002576,M00527,5000,2023-01-01
C002577,M00528,5000,2023-08-28
C002578,M00528,20000,2023-12-03
C002579,M00528,20000,2023-10-07
C002580,M00528,20000,2023-09-26
C002581,M00528,20000,2023-12-01
C002582,M00528,20000,2023-02-22
C002583,M00528,20000,2023-02-03
C002584,M00528,5000,2024-01-21
C002585,M00528,10000,2023-04-21
C002586,M00529,5000,2023-07-21
C002587,M00529,20000,2023-10-24
C002588,M00529,10000,2024-05-07
C002589,M00529,20000,2023-03-07
C002590,M00530,10000,2023-03-16
C002591,M00530,10000,2023-02-28
C002592,M00530,15000,2023-01-15
C002593,M00530,20000,2023-07-18
C002594,M00530,15000,2023-12-20
C002595,M00531,10000,2023-05-27
C002596,M00531,15000,2024-02-20
C002597,M00531,15000,2024-05-08
C002598,M00531,20000,2023-09-13
C002599,M00531,5000,2023-04-13
C002600,M00532,15000,2023-10-22
C002601,M00532,20000,2023-02-06
C002602,M00532,15000,2023-01-14
C002603,M00532,10000,2023-06-08
C002604,M00532,10000,2023-11-25
C002605,M00532,20000,2023-03-24
C002606,M00532,20000,2023-01-22
C002607,M00532,20000,2024-04-09
C002608,M00533,5000,2023-02-07
C002609,M00533,10000,2023-01-21
C002610,M00533,10000,2024-01-29
C002611,M00534,20000,2024-05-25
C002612,M00534,5000,2023-12-27
C002613,M00534,15000,2023-08-07
C002614,M00535,15000,2023-08-08
C002615,M00536,15000,2023-12-12
C002616,M00536,15000,2023-11-24
C002617,M00536,20000,2023-10-29
C002618,M00536,15000,2024-02-23
C002619,M00536,20000,2023-11-03
C002620,M00537,10000,2023-11-06
C002621,M00537,5000,2024-01-24
C002622,M00537,5000,2023-07-02
C002623,M00537,20000,2023-11-02
C002624,M00537,15000,2023-08-07
C002625,M00537,5000,2023-06-22
C002626,M00538,10000,2023-05-12
C002627,M00538,15000,2024-03-14
C002628,M00538,15000,2023-09-20
C002629,M00538,10000,2023-08-13
C002630,M00538,20000,2023-08-22
C002631,M00538,20000,2024-02-13
C002632,M00538,15000,2023-01-24
C002633,M00539,10000,2023-03-22
C002634,M00539,15000,2023-10-03
C002635,M00540,10000,2023-10-10
C002636,M00540,5000,2023-06-29
C002637,M00540,10000,2023-07-10
C002638,M00540,5000,2024-03-22
C002639,M00541,10000,2023-05-28
C002640,M00541,20000,2024-05-09
C002641,M00541,5000,2023-01-23
C002642,M00541,15000,2023-08-10
C002643,M00541,15000,2023-01-15
C002644,M00542,5000,2024-05-28
C002645,M00542,15000,2024-04-08
C002646,M00542,15000,2023-12-29
C002647,M00542,10000,2024-06-08
C002648,M00542,10000,2023-07-03
C002649,M00542,20000,2024-04-06
C002650,M00543,5000,2023-09-17
C002651,M00543,10000,2023-03-25
C002652,M00543,15000,2024-03-15
C002653,M00543,10000,2024-06-02
C002654,M00543,20000,2024-03-13
C002655,M00543,5000,2023-07-02
C002656,M00544,20000,2024-03-07
C002657,M00544,20000,2023-03-13
C002658,M00544,20000,2024-04-13
C002659,M00544,5000,2024-02-05
C002660,M00544,20000,2024-04-10
C002661,M00544,20000,2024-01-14
C002662,M00544,20000,2023-06-26
C002663,M00544,5000,2023-03-20
C002664,M00545,5000,2024-04-01
C002665,M00545,10000,2023-07-17
C002666,M00545,15000,2024-03-12
C002667,M00546,20000,2023-02-16
C002668,M00546,5000,2023-04-05
C002669,M00546,5000,2023-12-27
C002670,M00546,5000,2023-05-26
C002671,M00546,5000,2024-01-03
C002672,M00546,10000,2023-08-16
C002673,M00546,20000,2024-06-03
C002674,M00546,5000,2023-06-30
C002675,M00547,15000,2024-01-07
C002676,M00547,20000,2023-12-28
C002677,M00547,20000,2024-03-28
C002678,M00547,20000,2023-06-18
C002679,M00548,15000,2024-03-11
C002680,M00548,15000,2024-02-26
C002681,M00549,10000,2024-06-18
C002682,M00549,5000,2023-05-11
C002683,M00549,5000,2023-01-02
C002684,M00549,15000,2024-01-04
C002685,M00549,20000,2023-04-18
C002686,M00549,5000,2023-06-29
C002687,M00550,10000,2024-03-03
C002688,M00550,20000,2023-04-17
C002689,M00550,5000,2023-09-19
C002690,M00550,5000,2023-06-08
C002691,M00550,10000,2024-04-12
C002692,M00550,5000,2023-06-04
C002693,M00550,20000,2023-10-24
C002694,M00550,5000,2024-05-12
C002695,M00551,10000,2024-06-04
C002696,M00551,10000,2023-11-08
C002697,M00552,10000,2023-04-15
C002698,M00552,10000,2024-01-31
C002699,M00552,15000,2023-08-08
C002700,M00552,5000,2024-03-17
C002701,M00552,10000,2023-01-28
C002702,M00552,20000,2024-04-19
C002703,M00552,10000,2023-11-01
C002704,M00552,5000,2024-02-09
C002705,M00553,10000,2024-02-19
C002706,M00553,5000,2023-09-24
C002707,M00553,5000,2024-03-25
C002708,M00553,20000,2023-09-04
C002709,M00553,20000,2024-02-05
C002710,M00553,10000,2023-08-08
C002711,M00553,20000,2023-09-28
C002712,M00553,15000,2024-05-25
C002713,M00553,10000,2023-10-13
C002714,M00553,10000,2023-11-13
C002715,M00553,10000,2023-10-24
C002716,M00554,10000,2024-06-08
C002717,M00555,5000,2023-04-18
C002718,M00555,5000,2023-09-12
C002719,M00555,5000,2023-01-23
C002720,M00555,10000,2023-02-18
C002721,M00555,5000,2023-12-02
C002722,M00555,10000,2023-12-24
C002723,M00556,10000,2024-02-12
C002724,M00556,20000,2023-04-21
C002725,M00556,10000,2023-02-19
C002726,M00556,20000,2023-05-14
C002727,M00556,10000,2023-12-09
C002728,M00557,10000,2023-10-14
C002729,M00557,5000,2023-03-09
C002730,M00557,20000,2023-02-24
C002731,M00557,10000,2024-01-14
C002732,M00557,5000,2023-06-17
C002733,M00557,5000,2024-05-22
C002734,M00557,10000,2023-04-12
C002735,M00557,20000,2024-02-26
C002736,M00558,5000,2024-01-29
C002737,M00558,10000,2024-06-23
C002738,M00558,20000,2023-10-21
C002739,M00558,15000,2023-04-02
C002740,M00558,5000,2023-01-06
C002741,M00559,20000,2023-04-25
C002742,M00559,20000,2024-06-05
C002743,M00559,5000,2023-08-02
C002744,M00559,15000,2024-06-16
C002745,M00560,20000,2024-05-06
C002746,M00560,10000,2023-08-14
C002747,M00560,5000,2023-06-18
C002748,M00560,20000,2023-06-01
C002749,M00560,20000,2023-08-12
C002750,M00560,5000,2023-02-13
C002751,M00560,15000,2024-05-18
C002752,M00561,20000,2024-04-10
C002753,M00561,5000,2023-10-30
C002754,M00561,15000,2023-06-24
C002755,M00561,5000,2024-06-15
C002756,M00562,10000,2023-04-01
C002757,M00562,10000,2023-12-25
C002758,M00562,10000,2023-08-16
C002759,M00562,5000,2023-12-16
C002760,M00562,5000,2023-02-07
C002761,M00563,5000,2023-12-02
C002762,M00563,10000,2023-06-11
C002763,M00563,20000,2024-01-11
C002764,M00563,15000,2024-03-18
C002765,M00564,20000,2024-04-17
C002766,M00564,5000,2024-03-05
C002767,M00564,10000,2024-06-20
C002768,M00564,20000,2023-05-26
C002769,M00564,15000,2023-03-28
C002770,M00564,15000,2023-04-19
C002771,M00565,5000,2023-07-10
C002772,M00565,5000,2023-05-22
C002773,M00565,20000,2023-03-14
C002774,M00565,20000,2023-06-16
C002775,M00565,15000,2023-09-16
C002776,M00566,15000,2024-05-24
C002777,M00566,20000,2023-10-29
C002778,M00566,15000,2023-07-04
C002779,M00567,10000,2023-03-10
C002780,M00567,20000,2023-07-05
C002781,M00567,10000,2023-07-23
C002782,M00567,10000,2023-01-13
C002783,M00567,10000,2023-10-01
C002784,M00567,20000,2023-02-20
C002785,M00567,20000,2024-01-04
C002786,M00567,15000,2023-12-23
C002787,M00568,20000,2023-04-23
C002788,M00568,15000,2024-05-03
C002789,M00568,20000,2024-01-02
C002790,M00568,20000,2023-11-25
C002791,M00568,5000,2024-04-13
C002792,M00569,5000,2024-03-04
C002793,M00569,5000,2023-06-16
C002794,M00569,20000,2023-01-09
C002795,M00569,20000,2023-01-28
C002796,M00569,10000,2023-01-27
C002797,M00570,5000,2023-01-30
C002798,M00570,5000,2023-02-07
C002799,M00570,20000,2023-10-21
C002800,M00570,5000,2023-06-29
C002801,M00571,20000,2024-02-25
C002802,M00571,20000,2023-06-15
C002803,M00571,20000,2023-07-22
C002804,M00571,5000,2024-04-12
C002805,M00572,15000,2024-01-07
C002806,M00572,15000,2023-08-07
C002807,M00572,20000,2024-02-27
C002808,M00572,15000,2024-04-04
C002809,M00572,10000,2023-01-27
C002810,M00572,20000,2023-08-11
C002811,M00573,10000,2023-12-17
C002812,M00574,10000,2024-04-18
C002813,M00574,10000,2023-09-08
C002814,M00574,20000,2023-05-16
C002815,M00574,10000,2023-11-08
C002816,M00574,20000,2023-02-15
C002817,M00574,10000,2023-02-17
C002818,M00574,15000,2023-03-25
C002819,M00575,15000,2024-01-15
C002820,M00575,10000,2024-04-22
C002821,M00575,5000,2023-06-28
C002822,M00575,10000,2024-02-23
C002823,M00575,10000,2023-07-20
C002824,M00575,15000,2023-01-13
C002825,M00576,10000,2024-05-04
C002826,M00576,10000,2023-11-29
C002827,M00576,10000,2023-02-01
C002828,M00577,15000,2024-02-17
C002829,M00577,15000,2023-01-19
C002830,M00577,15000,2023-02-06
C002831,M00578,20000,2023-03-31
C002832,M00578,20000,2024-04-16
C002833,M00578,15000,2023-09-28
C002834,M00578,5000,2024-05-20
C002835,M00578,10000,2024-05-26
C002836,M00578,10000,2024-06-07
C002837,M00579,5000,2023-08-09
C002838,M00579,20000,2024-03-16
C002839,M00579,10000,2023-01-28
C002840,M00579,15000,2023-06-16
C002841,M00579,15000,2023-09-06
C002842,M00579,15000,2023-12-23
C002843,M00579,20000,2023-08-22
C002844,M00579,5000,2023-01-26
C002845,M00579,10000,2023-12-12
C002846,M00579,5000,2024-06-05
C002847,M00580,10000,2023-09-05
C002848,M00580,10000,2023-01-09
C002849,M00580,15000,2023-01-23
C002850,M00580,5000,2023-08-28
C002851,M00581,15000,2023-04-02
C002852,M00581,20000,2023-03-25
C002853,M00581,15000,2023-10-23
C002854,M00582,5000,2023-12-08
C002855,M00582,20000,2024-04-09
C002856,M00583,10000,2023-12-13
C002857,M00583,15000,2023-10-31
C002858,M00583,5000,2023-09-02
C002859,M00583,10000,2024-02-16
C002860,M00584,10000,2023-02-17
C002861,M00584,15000,2023-03-10
C002862,M00584,10000,2024-01-01
C002863,M00585,20000,2024-02-14
C002864,M00585,10000,2023-09-27
C002865,M00585,10000,2023-03-23
C002866,M00585,10000,2023-07-12
C002867,M00585,20000,2023-07-08
C002868,M00586,5000,2023-05-24
C002869,M00586,15000,2024-02-11
C002870,M00586,5000,2024-01-05
C002871,M00586,15000,2024-03-16
C002872,M00586,5000,2024-06-12
C002873,M00586,10000,2023-01-13
C002874,M00587,15000,2023-04-14
C002875,M00587,20000,2023-07-17
C002876,M00587,15000,2024-03-19
C002877,M00588,5000,2023-09-01
C002878,M00588,5000,2024-04-08
C002879,M00588,5000,2024-03-12
C002880,M00588,5000,2024-06-14
C002881,M00589,15000,2024-01-15
C002882,M00589,5000,2023-03-22
C002883,M00589,10000,2024-01-12
C002884,M00589,10000,2023-06-03
C002885,M00590,5000,2023-05-23
C002886,M00590,20000,2023-09-29
C002887,M00590,10000,2023-10-27
C002888,M00590,15000,2023-02-15
C002889,M00590,5000,2023-03-05
C002890,M00591,10000,2023-01-21
C002891,M00591,15000,2023-06-06
C002892,M00591,5000,2023-11-25
C002893,M00591,5000,2023-07-22
C002894,M00591,5000,2023-04-16
C002895,M00592,10000,2024-02-10
C002896,M00592,20000,2023-03-11
C002897,M00593,15000,2024-06-07
C002898,M00593,10000,2023-12-02
C002899,M00593,20000,2023-07-13
C002900,M00594,10000,2024-05-30
C002901,M00594,20000,2023-11-03
C002902,M00594,10000,2024-06-15
C002903,M00594,10000,2023-06-03
C002904,M00594,20000,2024-06-20
C002905,M00594,15000,2023-06-18
C002906,M00594,5000,2023-10-28
C002907,M00594,15000,2023-04-27
C002908,M00595,10000,2024-06-11
C002909,M00595,15000,2023-09-22
C002910,M00595,10000,2023-09-20
C002911,M00596,15000,2023-08-29
C002912,M00596,10000,2023-08-10
C002913,M00596,10000,2023-05-15
C002914,M00597,10000,2023-04-23
C002915,M00597,15000,2023-02-05
C002916,M00597,20000,2023-10-02
C002917,M00597,10000,2023-10-05
C002918,M00597,5000,2023-11-08
C002919,M00597,5000,2023-07-23
C002920,M00597,10000,2023-01-17
C002921,M00598,20000,2024-03-04
C002922,M00598,20000,2023-03-19
C002923,M00599,5000,2024-06-05
C002924,M00599,5000,2023-03-24
C002925,M00599,15000,2023-02-13
C002926,M00599,15000,2024-05-07
C002927,M00600,5000,2023-03-07
C002928,M00600,10000,2024-03-21
C002929,M00600,5000,2023-07-08
C002930,M00600,10000,2023-06-07
C002931,M00600,20000,2023-09-03
C002932,M00600,5000,2023-02-02
C002933,M00601,15000,2023-11-09
C002934,M00601,5000,2023-03-20
C002935,M00602,5000,2023-04-27
C002936,M00602,15000,2024-03-14
C002937,M00602,10000,2024-06-08
C002938,M00602,20000,2023-07-07
C002939,M00602,15000,2023-10-08
C002940,M00603,20000,2023-02-19
C002941,M00603,15000,2023-05-22
C002942,M00603,10000,2024-06-11
C002943,M00604,20000,2023-11-29
C002944,M00604,10000,2023-06-26
C002945,M00605,10000,2024-06-02
C002946,M00605,20000,2023-08-08
C002947,M00605,20000,2023-04-16
C002948,M00605,5000,2024-02-20
C002949,M00605,10000,2023-11-05
C002950,M00605,15000,2024-06-04
C002951,M00605,15000,2024-01-05
C002952,M00605,10000,2023-01-11
C002953,M00606,15000,2023-11-27
C002954,M00606,10000,2023-08-16
C002955,M00606,5000,2024-06-13
C002956,M00606,5000,2023-08-31
C002957,M00606,10000,2023-10-03
C002958,M00606,20000,2024-04-22
C002959,M00607,15000,2024-06-17
C002960,M00607,5000,2024-04-11
C002961,M00607,20000,2024-02-24
C002962,M00607,20000,2023-05-02
C002963,M00608,10000,2023-09-07
C002964,M00608,20000,2023-04-05
C002965,M00608,20000,2023-07-03
C002966,M00608,5000,2023-07-05
C002967,M00608,5000,2024-02-13
C002968,M00608,5000,2023-01-08
C002969,M00608,5000,2024-04-28
C002970,M00609,15000,2024-05-04
C002971,M00609,15000,2023-07-10
C002972,M00609,10000,2023-12-01
C002973,M00609,15000,2023-03-28
C002974,M00609,15000,2023-03-03
C002975,M00609,5000,2023-05-26
C002976,M00609,10000,2023-12-15
C002977,M00610,5000,2024-01-07
C002978,M00610,15000,2023-09-09
C002979,M00610,5000,2023-12-07
C002980,M00610,20000,2023-05-10
C002981,M00610,15000,2023-07-12
C002982,M00610,5000,2023-02-26
C002983,M00610,15000,2023-07-17
C002984,M00610,20000,2023-05-27
C002985,M00610,15000,2023-10-22
C002986,M00611,5000,2023-02-10
C002987,M00611,10000,2023-11-17
C002988,M00611,20000,2023-12-01
C002989,M00611,5000,2023-09-21
C002990,M00611,5000,2024-06-13
C002991,M00611,20000,2024-04-21
C002992,M00611,20000,2023-07-29
C002993,M00611,20000,2024-01-17
C002994,M00611,15000,2024-04-25
C002995,M00611,10000,2023-01-05
C002996,M00611,15000,2023-05-25
C002997,M00612,10000,2024-06-10
C002998,M00612,5000,2024-05-12
C002999,M00612,5000,2023-02-22
C003000,M00613,20000,2024-06-10
C003001,M00613,20000,2023-10-17
C003002,M00613,5000,2023-12-05
C003003,M00613,5000,2024-02-23
C003004,M00613,10000,2023-07-26
C003005,M00613,5000,2023-09-22
C003006,M00614,15000,2024-03-26
C003007,M00614,20000,2023-11-03
C003008,M00614,10000,2024-05-14
C003009,M00614,5000,2023-01-08
C003010,M00614,10000,2023-03-09
C003011,M00614,10000,2024-02-12
C003012,M00614,5000,2023-04-29
C003013,M00614,10000,2023-01-31
C003014,M00615,5000,2024-01-05
C003015,M00615,15000,2023-12-02
C003016,M00615,20000,2023-10-16
C003017,M00616,15000,2023-05-29
C003018,M00616,5000,2023-11-03
C003019,M00616,15000,2023-03-01
C003020,M00616,15000,2023-01-21
C003021,M00616,5000,2024-01-17
C003022,M00616,5000,2023-03-14
C003023,M00616,10000,2023-03-17
C003024,M00617,20000,2023-03-31
C003025,M00617,15000,2023-01-10
C003026,M00617,20000,2023-05-31
C003027,M00617,20000,2023-01-30
C003028,M00617,5000,2023-03-19
C003029,M00617,20000,2023-02-24
C003030,M00617,10000,2023-11-01
C003031,M00617,20000,2023-04-15
C003032,M00618,20000,2023-10-26
C003033,M00618,10000,2023-02-16
C003034,M00618,5000,2023-07-26
C003035,M00619,20000,2023-07-21
C003036,M00619,10000,2023-03-27
C003037,M00619,20000,2023-02-20
C003038,M00619,20000,2024-04-07
C003039,M00619,15000,2024-03-17
C003040,M00620,10000,2023-09-24
C003041,M00620,15000,2023-07-20
C003042,M00620,15000,2023-11-30
C003043,M00620,5000,2024-02-19
C003044,M00620,5000,2024-04-28
C003045,M00621,20000,2024-03-21
C003046,M00621,20000,2023-10-31
C003047,M00621,20000,2024-02-25
C003048,M00621,20000,2024-01-20
C003049,M00621,15000,2023-07-17
C003050,M00621,5000,2023-07-22
C003051,M00622,20000,2024-02-16
C003052,M00622,5000,2023-11-06
C003053,M00622,20000,2024-01-31
C003054,M00622,10000,2023-12-04
C003055,M00622,20000,2024-03-12
C003056,M00622,15000,2023-12-31
C003057,M00622,5000,2023-04-23
C003058,M00622,5000,2023-06-25
C003059,M00622,20000,2023-06-27
C003060,M00623,20000,2023-06-05
C003061,M00623,10000,2023-02-24
C003062,M00623,5000,2024-03-17
C003063,M00623,15000,2023-07-19
C003064,M00624,5000,2023-06-26
C003065,M00625,10000,2023-09-24
C003066,M00625,10000,2024-04-27
C003067,M00625,10000,2023-03-08
C003068,M00626,15000,2024-02-09
C003069,M00626,10000,2023-02-15
C003070,M00626,15000,2023-11-01
C003071,M00626,5000,2023-08-21
C003072,M00626,15000,2023-10-22
C003073,M00627,5000,2024-06-03
C003074,M00627,20000,2023-10-02
C003075,M00627,15000,2023-02-05
C003076,M00627,15000,2023-02-13
C003077,M00627,10000,2023-03-18
C003078,M00628,10000,2024-06-02
C003079,M00628,10000,2023-08-30
C003080,M00628,15000,2023-04-24
C003081,M00628,20000,2023-10-29
C003082,M00628,10000,2023-04-06
C003083,M00628,20000,2023-12-26
C003084,M00628,10000,2023-06-03
C003085,M00628,20000,2024-02-27
C003086,M00628,15000,2023-02-19
C003087,M00629,5000,2023-05-17
C003088,M00629,10000,2023-03-06
C003089,M00629,10000,2023-05-12
C003090,M00629,20000,2023-02-01
C003091,M00629,15000,2024-05-12
C003092,M00629,10000,2023-07-11
C003093,M00630,15000,2023-05-29
C003094,M00630,20000,2024-02-20
C003095,M00630,20000,2023-01-16
C003096,M00631,5000,2023-12-27
C003097,M00631,15000,2023-02-03
C003098,M00631,15000,2023-02-28
C003099,M00631,10000,2024-06-12
C003100,M00631,10000,2023-10-29
C003101,M00631,5000,2023-04-22
C003102,M00631,5000,2023-11-13
C003103,M00631,20000,2023-05-25
C003104,M00631,15000,2023-01-18
